intensification,mature,decay,residual
2012-08-16 14:00:00,2012-08-19 14:00:00,2012-08-21 06:00:00,2012-08-24 14:00:00
2012-08-19 13:00:00,2012-08-21 05:00:00,2012-08-24 13:00:00,2012-08-28 23:00:00
