incipient,intensification,mature,decay
2007-10-06 12:00:00,2007-10-08 18:00:00,2007-10-15 16:00:00,2007-10-17 23:00:00
2007-10-08 17:00:00,2007-10-15 15:00:00,2007-10-17 22:00:00,2007-10-21 18:00:00
