intensification,mature,decay,residual
1990-10-26 10:00:00,1990-10-27 16:00:00,1990-10-28 06:00:00,1990-10-29 03:00:00
1990-10-27 15:00:00,1990-10-28 05:00:00,1990-10-29 02:00:00,1990-10-29 18:00:00
