incipient,intensification,mature,decay
2018-03-14 07:00:00,2018-03-16 06:00:00,2018-03-17 02:00:00,2018-03-17 14:00:00
2018-03-16 05:00:00,2018-03-17 01:00:00,2018-03-17 13:00:00,2018-03-18 14:00:00
