intensification,mature,decay,intensification 2,mature 2,decay 2
2015-02-08 13:00:00,2015-02-09 07:00:00,2015-02-09 18:00:00,2015-02-10 06:00:00,2015-02-11 22:00:00,2015-02-12 09:00:00
2015-02-09 06:00:00,2015-02-09 17:00:00,2015-02-10 05:00:00,2015-02-11 21:00:00,2015-02-12 08:00:00,2015-02-13 01:00:00
