intensification,mature,decay,residual
2006-11-01 22:00:00,2006-11-04 02:00:00,2006-11-04 14:00:00,2006-11-05 02:00:00
2006-11-04 01:00:00,2006-11-04 13:00:00,2006-11-05 01:00:00,2006-11-05 15:00:00
