incipient,intensification,mature,decay
1980-12-05 12:00:00,1980-12-06 05:00:00,1980-12-06 18:00:00,1980-12-07 03:00:00
1980-12-06 04:00:00,1980-12-06 17:00:00,1980-12-07 02:00:00,1980-12-07 21:00:00
