incipient,intensification,mature,decay
1982-02-14 14:00:00,1982-02-15 09:00:00,1982-02-17 02:00:00,1982-02-17 21:00:00
1982-02-15 08:00:00,1982-02-17 01:00:00,1982-02-17 20:00:00,1982-02-19 08:00:00
