intensification,mature,decay,intensification 2,mature 2,decay 2
1982-11-09 12:00:00,1982-11-10 02:00:00,1982-11-10 12:00:00,1982-11-11 05:00:00,1982-11-11 17:00:00,1982-11-12 03:00:00
1982-11-10 01:00:00,1982-11-10 11:00:00,1982-11-11 04:00:00,1982-11-11 16:00:00,1982-11-12 02:00:00,1982-11-13 03:00:00
