intensification,mature,decay,residual
2006-08-09 15:00:00,2006-08-10 07:00:00,2006-08-10 15:00:00,2006-08-11 09:00:00
2006-08-10 06:00:00,2006-08-10 14:00:00,2006-08-11 08:00:00,2006-08-12 03:00:00
