intensification,mature,decay,intensification 2,mature 2,decay 2
1998-07-12 05:00:00,1998-07-12 15:00:00,1998-07-12 22:00:00,1998-07-13 07:00:00,1998-07-13 20:00:00,1998-07-14 01:00:00
1998-07-12 14:00:00,1998-07-12 21:00:00,1998-07-13 06:00:00,1998-07-13 19:00:00,1998-07-14 00:00:00,1998-07-14 08:00:00
