intensification,mature,decay,residual
2018-04-16 11:00:00,2018-04-17 23:00:00,2018-04-19 03:00:00,2018-04-21 07:00:00
2018-04-17 22:00:00,2018-04-19 02:00:00,2018-04-21 06:00:00,2018-04-24 20:00:00
