incipient,intensification,mature,decay
1988-10-04 17:00:00,1988-10-05 23:00:00,1988-10-07 20:00:00,1988-10-09 00:00:00
1988-10-05 22:00:00,1988-10-07 19:00:00,1988-10-08 23:00:00,1988-10-11 16:00:00
