intensification,mature,decay,intensification 2,mature 2,decay 2
1986-05-18 04:00:00,1986-05-19 12:00:00,1986-05-19 22:00:00,1986-05-20 13:00:00,1986-05-21 23:00:00,1986-05-22 08:00:00
1986-05-19 11:00:00,1986-05-19 21:00:00,1986-05-20 12:00:00,1986-05-21 22:00:00,1986-05-22 07:00:00,1986-05-22 21:00:00
