incipient,intensification,mature,decay
1996-11-01 23:00:00,1996-11-06 10:00:00,1996-11-10 18:00:00,1996-11-12 23:00:00
1996-11-06 09:00:00,1996-11-10 17:00:00,1996-11-12 22:00:00,1996-11-17 19:00:00
