intensification,mature,decay,residual
2005-11-17 12:00:00,2005-11-18 13:00:00,2005-11-18 22:00:00,2005-11-19 09:00:00
2005-11-18 12:00:00,2005-11-18 21:00:00,2005-11-19 08:00:00,2005-11-21 17:00:00
