intensification,mature,decay,intensification 2,mature 2,decay 2
1993-12-21 17:00:00,1993-12-22 11:00:00,1993-12-22 23:00:00,1993-12-23 14:00:00,1993-12-24 17:00:00,1993-12-25 03:00:00
1993-12-22 10:00:00,1993-12-22 22:00:00,1993-12-23 13:00:00,1993-12-24 16:00:00,1993-12-25 02:00:00,1993-12-25 22:00:00
