intensification,mature,decay,intensification 2,mature 2,decay 2
1995-05-24 06:00:00,1995-05-25 06:00:00,1995-05-25 21:00:00,1995-05-26 15:00:00,1995-05-28 09:00:00,1995-05-29 03:00:00
1995-05-25 05:00:00,1995-05-25 20:00:00,1995-05-26 14:00:00,1995-05-28 08:00:00,1995-05-29 02:00:00,1995-05-30 17:00:00
