intensification,mature,decay,intensification 2,mature 2,decay 2
1980-06-04 18:00:00,1980-06-05 10:00:00,1980-06-05 17:00:00,1980-06-06 02:00:00,1980-06-07 04:00:00,1980-06-07 13:00:00
1980-06-05 09:00:00,1980-06-05 16:00:00,1980-06-06 01:00:00,1980-06-07 03:00:00,1980-06-07 12:00:00,1980-06-08 04:00:00
