intensification,mature,decay,residual
1981-01-13 22:00:00,1981-01-14 13:00:00,1981-01-15 07:00:00,1981-01-16 22:00:00
1981-01-14 12:00:00,1981-01-15 06:00:00,1981-01-16 21:00:00,1981-01-18 18:00:00
