intensification,mature,decay,residual
1993-07-25 14:00:00,1993-07-27 14:00:00,1993-07-28 12:00:00,1993-07-29 12:00:00
1993-07-27 13:00:00,1993-07-28 11:00:00,1993-07-29 11:00:00,1993-07-30 12:00:00
