intensification,mature,decay,intensification 2,mature 2,decay 2
1981-03-01 01:00:00,1981-03-01 20:00:00,1981-03-02 05:00:00,1981-03-02 15:00:00,1981-03-03 20:00:00,1981-03-04 03:00:00
1981-03-01 19:00:00,1981-03-02 04:00:00,1981-03-02 14:00:00,1981-03-03 19:00:00,1981-03-04 02:00:00,1981-03-04 11:00:00
