intensification,mature,decay,intensification 2,mature 2,decay 2
2007-08-06 01:00:00,2007-08-07 17:00:00,2007-08-08 15:00:00,2007-08-10 00:00:00,2007-08-12 11:00:00,2007-08-13 11:00:00
2007-08-07 16:00:00,2007-08-08 14:00:00,2007-08-09 23:00:00,2007-08-12 10:00:00,2007-08-13 10:00:00,2007-08-15 09:00:00
