incipient,intensification,mature,decay
2006-09-20 10:00:00,2006-09-20 15:00:00,2006-09-21 22:00:00,2006-09-22 08:00:00
2006-09-20 14:00:00,2006-09-21 21:00:00,2006-09-22 07:00:00,2006-09-22 21:00:00
