incipient,intensification,mature,decay
2005-02-04 17:00:00,2005-02-05 03:00:00,2005-02-05 17:00:00,2005-02-06 00:00:00
2005-02-05 02:00:00,2005-02-05 16:00:00,2005-02-05 23:00:00,2005-02-06 16:00:00
