incipient,intensification,mature,decay
1980-08-19 22:00:00,1980-08-20 23:00:00,1980-08-23 15:00:00,1980-08-24 10:00:00
1980-08-20 22:00:00,1980-08-23 14:00:00,1980-08-24 09:00:00,1980-08-25 06:00:00
