intensification,mature,decay,residual
1989-04-22 07:00:00,1989-04-23 13:00:00,1989-04-24 13:00:00,1989-04-26 05:00:00
1989-04-23 12:00:00,1989-04-24 12:00:00,1989-04-26 04:00:00,1989-04-27 08:00:00
