intensification,mature,decay,residual
2010-10-20 05:00:00,2010-10-21 10:00:00,2010-10-22 23:00:00,2010-10-25 19:00:00
2010-10-21 09:00:00,2010-10-22 22:00:00,2010-10-25 18:00:00,2010-10-27 14:00:00
