incipient,intensification,mature,decay
2006-10-05 10:00:00,2006-10-06 09:00:00,2006-10-07 07:00:00,2006-10-07 13:00:00
2006-10-06 08:00:00,2006-10-07 06:00:00,2006-10-07 12:00:00,2006-10-07 20:00:00
