intensification,mature,decay,residual
2001-10-07 19:00:00,2001-10-08 00:00:00,2001-10-08 08:00:00,2001-10-09 02:00:00
2001-10-07 23:00:00,2001-10-08 07:00:00,2001-10-09 01:00:00,2001-10-09 09:00:00
