intensification,mature,decay,residual
1989-11-05 18:00:00,1989-11-07 10:00:00,1989-11-08 08:00:00,1989-11-09 08:00:00
1989-11-07 09:00:00,1989-11-08 07:00:00,1989-11-09 07:00:00,1989-11-10 09:00:00
