intensification,mature,decay,intensification 2,mature 2,decay 2
2019-05-10 05:00:00,2019-05-10 18:00:00,2019-05-11 09:00:00,2019-05-12 15:00:00,2019-05-13 17:00:00,2019-05-14 05:00:00
2019-05-10 17:00:00,2019-05-11 08:00:00,2019-05-12 14:00:00,2019-05-13 16:00:00,2019-05-14 04:00:00,2019-05-15 05:00:00
