intensification,mature,decay,intensification 2,mature 2,decay 2
1989-03-05 16:00:00,1989-03-07 21:00:00,1989-03-09 08:00:00,1989-03-11 13:00:00,1989-03-16 12:00:00,1989-03-18 00:00:00
1989-03-07 20:00:00,1989-03-09 07:00:00,1989-03-11 12:00:00,1989-03-16 11:00:00,1989-03-17 23:00:00,1989-03-20 07:00:00
