intensification,mature,decay,residual
1980-12-08 18:00:00,1980-12-11 12:00:00,1980-12-13 09:00:00,1980-12-17 00:00:00
1980-12-11 11:00:00,1980-12-13 08:00:00,1980-12-16 23:00:00,1980-12-21 19:00:00
