intensification,mature,decay,residual
1997-10-11 15:00:00,1997-10-12 11:00:00,1997-10-12 20:00:00,1997-10-13 12:00:00
1997-10-12 10:00:00,1997-10-12 19:00:00,1997-10-13 11:00:00,1997-10-14 09:00:00
