incipient,intensification,mature,decay
1987-05-23 22:00:00,1987-05-25 00:00:00,1987-05-27 11:00:00,1987-05-28 07:00:00
1987-05-24 23:00:00,1987-05-27 10:00:00,1987-05-28 06:00:00,1987-05-29 21:00:00
