incipient,intensification,mature,decay
1981-08-07 06:00:00,1981-08-08 12:00:00,1981-08-09 08:00:00,1981-08-09 17:00:00
1981-08-08 11:00:00,1981-08-09 07:00:00,1981-08-09 16:00:00,1981-08-10 09:00:00
