intensification,mature,decay,residual
2002-11-18 07:00:00,2002-11-19 03:00:00,2002-11-19 18:00:00,2002-11-20 23:00:00
2002-11-19 02:00:00,2002-11-19 17:00:00,2002-11-20 22:00:00,2002-11-22 01:00:00
