intensification,mature,decay,intensification 2,mature 2,decay 2
2008-04-18 02:00:00,2008-04-19 01:00:00,2008-04-19 12:00:00,2008-04-20 01:00:00,2008-04-21 07:00:00,2008-04-21 18:00:00
2008-04-19 00:00:00,2008-04-19 11:00:00,2008-04-20 00:00:00,2008-04-21 06:00:00,2008-04-21 17:00:00,2008-04-22 11:00:00
