intensification,mature,decay,intensification 2,mature 2,decay 2
2011-09-11 05:00:00,2011-09-12 10:00:00,2011-09-13 02:00:00,2011-09-14 05:00:00,2011-09-15 06:00:00,2011-09-15 20:00:00
2011-09-12 09:00:00,2011-09-13 01:00:00,2011-09-14 04:00:00,2011-09-15 05:00:00,2011-09-15 19:00:00,2011-09-17 02:00:00
