intensification,mature,decay,residual
2003-01-19 03:00:00,2003-01-19 23:00:00,2003-01-20 18:00:00,2003-01-22 09:00:00
2003-01-19 22:00:00,2003-01-20 17:00:00,2003-01-22 08:00:00,2003-01-24 03:00:00
