intensification,mature,decay,residual
1995-03-29 11:00:00,1995-03-30 19:00:00,1995-03-31 16:00:00,1995-04-01 21:00:00
1995-03-30 18:00:00,1995-03-31 15:00:00,1995-04-01 20:00:00,1995-04-02 20:00:00
