intensification,mature,decay,intensification 2,mature 2,decay 2
1989-04-20 02:00:00,1989-04-21 09:00:00,1989-04-21 18:00:00,1989-04-22 03:00:00,1989-04-23 01:00:00,1989-04-23 09:00:00
1989-04-21 08:00:00,1989-04-21 17:00:00,1989-04-22 02:00:00,1989-04-23 00:00:00,1989-04-23 08:00:00,1989-04-23 20:00:00
