incipient,intensification,mature,decay
2002-08-26 01:00:00,2002-08-26 11:00:00,2002-08-26 22:00:00,2002-08-27 04:00:00
2002-08-26 10:00:00,2002-08-26 21:00:00,2002-08-27 03:00:00,2002-08-27 15:00:00
