incipient,intensification,mature,decay
1991-07-29 07:00:00,1991-07-31 18:00:00,1991-08-03 11:00:00,1991-08-04 10:00:00
1991-07-31 17:00:00,1991-08-03 10:00:00,1991-08-04 09:00:00,1991-08-06 05:00:00
