intensification,mature,decay,residual
2006-06-10 11:00:00,2006-06-10 20:00:00,2006-06-11 03:00:00,2006-06-11 12:00:00
2006-06-10 19:00:00,2006-06-11 02:00:00,2006-06-11 11:00:00,2006-06-11 20:00:00
