intensification,mature,decay,residual
2017-12-04 21:00:00,2017-12-05 23:00:00,2017-12-06 16:00:00,2017-12-08 04:00:00
2017-12-05 22:00:00,2017-12-06 15:00:00,2017-12-08 03:00:00,2017-12-08 09:00:00
