intensification,mature,decay,residual
1989-12-29 23:00:00,1989-12-30 12:00:00,1989-12-30 17:00:00,1989-12-31 02:00:00
1989-12-30 11:00:00,1989-12-30 16:00:00,1989-12-31 01:00:00,1989-12-31 19:00:00
