intensification,mature,decay,intensification 2,mature 2,decay 2
1984-01-29 00:00:00,1984-01-29 13:00:00,1984-01-30 03:00:00,1984-01-31 07:00:00,1984-02-01 03:00:00,1984-02-01 14:00:00
1984-01-29 12:00:00,1984-01-30 02:00:00,1984-01-31 06:00:00,1984-02-01 02:00:00,1984-02-01 13:00:00,1984-02-02 13:00:00
