intensification,mature,decay,residual
2017-05-21 13:00:00,2017-05-21 22:00:00,2017-05-22 03:00:00,2017-05-22 11:00:00
2017-05-21 21:00:00,2017-05-22 02:00:00,2017-05-22 10:00:00,2017-05-23 19:00:00
