incipient,intensification,mature,decay
2000-12-02 23:00:00,2000-12-03 23:00:00,2000-12-05 00:00:00,2000-12-05 11:00:00
2000-12-03 22:00:00,2000-12-04 23:00:00,2000-12-05 10:00:00,2000-12-06 09:00:00
