incipient,intensification,mature,decay
1995-05-09 19:00:00,1995-05-10 00:00:00,1995-05-11 06:00:00,1995-05-11 19:00:00
1995-05-09 23:00:00,1995-05-11 05:00:00,1995-05-11 18:00:00,1995-05-13 00:00:00
