intensification,mature,decay,intensification 2,mature 2,decay 2
2016-07-16 14:00:00,2016-07-17 14:00:00,2016-07-18 10:00:00,2016-07-19 19:00:00,2016-07-22 03:00:00,2016-07-23 05:00:00
2016-07-17 13:00:00,2016-07-18 09:00:00,2016-07-19 18:00:00,2016-07-22 02:00:00,2016-07-23 04:00:00,2016-07-25 12:00:00
