incipient,intensification,mature,decay
1986-11-27 10:00:00,1986-11-27 15:00:00,1986-11-30 07:00:00,1986-12-01 13:00:00
1986-11-27 14:00:00,1986-11-30 06:00:00,1986-12-01 12:00:00,1986-12-04 06:00:00
