intensification,mature,decay,intensification 2,mature 2,decay 2
1988-07-03 02:00:00,1988-07-03 20:00:00,1988-07-04 14:00:00,1988-07-06 03:00:00,1988-07-08 13:00:00,1988-07-09 04:00:00
1988-07-03 19:00:00,1988-07-04 13:00:00,1988-07-06 02:00:00,1988-07-08 12:00:00,1988-07-09 03:00:00,1988-07-10 01:00:00
