incipient,intensification,mature,decay
1996-02-20 06:00:00,1996-02-20 11:00:00,1996-02-23 05:00:00,1996-02-23 21:00:00
1996-02-20 10:00:00,1996-02-23 04:00:00,1996-02-23 20:00:00,1996-02-24 21:00:00
