intensification,mature,decay,residual
1980-07-11 03:00:00,1980-07-12 10:00:00,1980-07-13 05:00:00,1980-07-14 17:00:00
1980-07-12 09:00:00,1980-07-13 04:00:00,1980-07-14 16:00:00,1980-07-15 21:00:00
