intensification,mature,decay,intensification 2,mature 2,decay 2
1990-07-28 05:00:00,1990-07-29 04:00:00,1990-07-29 23:00:00,1990-07-31 08:00:00,1990-08-02 17:00:00,1990-08-03 16:00:00
1990-07-29 03:00:00,1990-07-29 22:00:00,1990-07-31 07:00:00,1990-08-02 16:00:00,1990-08-03 15:00:00,1990-08-05 14:00:00
