incipient,intensification,mature,decay
1995-11-18 19:00:00,1995-11-19 10:00:00,1995-11-19 18:00:00,1995-11-20 00:00:00
1995-11-19 09:00:00,1995-11-19 17:00:00,1995-11-19 23:00:00,1995-11-20 14:00:00
