intensification,mature,decay,intensification 2,mature 2,decay 2
1986-02-24 10:00:00,1986-02-24 20:00:00,1986-02-25 03:00:00,1986-02-25 14:00:00,1986-02-26 05:00:00,1986-02-26 12:00:00
1986-02-24 19:00:00,1986-02-25 02:00:00,1986-02-25 13:00:00,1986-02-26 04:00:00,1986-02-26 11:00:00,1986-02-27 01:00:00
