incipient,intensification,mature,decay
1984-08-30 10:00:00,1984-09-01 07:00:00,1984-09-01 20:00:00,1984-09-02 10:00:00
1984-09-01 06:00:00,1984-09-01 19:00:00,1984-09-02 09:00:00,1984-09-04 00:00:00
