incipient,intensification,mature,decay
1982-07-07 10:00:00,1982-07-08 16:00:00,1982-07-12 01:00:00,1982-07-13 05:00:00
1982-07-08 15:00:00,1982-07-12 00:00:00,1982-07-13 04:00:00,1982-07-15 04:00:00
