intensification,mature,decay,residual
2016-02-06 23:00:00,2016-02-08 04:00:00,2016-02-08 14:00:00,2016-02-09 06:00:00
2016-02-08 03:00:00,2016-02-08 13:00:00,2016-02-09 05:00:00,2016-02-10 03:00:00
