intensification,mature,decay,residual
1996-07-22 15:00:00,1996-07-27 20:00:00,1996-07-29 04:00:00,1996-07-31 10:00:00
1996-07-27 19:00:00,1996-07-29 03:00:00,1996-07-31 09:00:00,1996-08-04 09:00:00
